window_size,window_seconds,file_name,learning_rate,gamma,lambda,threshold_method,tau,val_loss,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,test_precision,test_recall,test_f1,test_roc_auc,test_pr_auc
15,75,tranad_processed_tensors_w15.pt,0.002,0.7,0.3,Val_Mean_2Std,0.8959106802940369,0.23933703139690415,0.025,0.014705882352941176,0.018518518518518517,0.8284986064251136,0.1994671605290039,0.7866666666666666,0.25877192982456143,0.38943894389438943,0.7434210526315789,0.5706067633585141
10,50,tranad_processed_tensors_w10.pt,0.002,0.7,0.3,Val_Mean_2Std,0.9478515684604645,0.2628310919473214,0.023255813953488372,0.014705882352941176,0.018018018018018018,0.8070815608038727,0.1837046579319864,0.7662337662337663,0.25877192982456143,0.38688524590163936,0.7429368218233445,0.5738121705970443
10,50,tranad_processed_tensors_w10.pt,0.002,0.5,0.5,Val_Percentile_95,0.9821081191301343,0.2628310919473214,0.022727272727272728,0.014705882352941176,0.017857142857142856,0.7997286196274022,0.17391001937619255,0.7564102564102564,0.25877192982456143,0.38562091503267976,0.7484205455836123,0.5818906138266168
15,75,tranad_processed_tensors_w15.pt,0.002,0.3,0.7,Val_Percentile_95,0.9270050793886173,0.23933703139690415,0.022727272727272728,0.014705882352941176,0.017857142857142856,0.8188169282675664,0.1813762767630093,0.7245508982035929,0.26535087719298245,0.3884430176565008,0.7742990061859852,0.5929136547221253
20,100,tranad_processed_tensors_w20.pt,0.002,0.7,0.3,Val_Percentile_95,0.8902399003505705,0.2568234674898641,0.022727272727272728,0.014705882352941176,0.017857142857142856,0.8242445357195247,0.19774873176327648,0.7908496732026143,0.26535087719298245,0.3973727422003284,0.7427897779129906,0.5773680475229571
15,75,tranad_processed_tensors_w15.pt,0.001,0.7,0.3,Val_Percentile_95,0.9885628521442412,0.26603718168501345,0.022727272727272728,0.014705882352941176,0.017857142857142856,0.8021490391667889,0.18877398642696402,0.7697368421052632,0.2565789473684211,0.3848684210526316,0.7453858635026873,0.5799804126094253
10,50,tranad_processed_tensors_w10.pt,0.002,0.7,0.3,Val_Percentile_95,0.941857403516769,0.2628310919473214,0.022727272727272728,0.014705882352941176,0.017857142857142856,0.8070815608038727,0.1837046579319864,0.7662337662337663,0.25877192982456143,0.38688524590163936,0.7429368218233445,0.5738121705970443
5,25,tranad_processed_tensors_w5.pt,0.0005,0.3,0.7,Val_Mean_2Std,1.0712787210941315,0.261551144000675,0.019230769230769232,0.014705882352941176,0.016666666666666666,0.7870580900689452,0.17670799147192665,0.7192982456140351,0.26973684210526316,0.3923444976076555,0.7313026062265491,0.543533934397822
20,100,tranad_processed_tensors_w20.pt,0.0005,0.7,0.3,Val_Mean_2Std,1.2678509652614594,0.3421033598216517,0.0,0.0,0.0,0.8007004547454893,0.1654981334987389,0.740506329113924,0.2565789473684211,0.3811074918566775,0.7558056992191462,0.5637212151719229
20,100,tranad_processed_tensors_w20.pt,0.0005,0.5,0.5,Val_Percentile_95,1.388244885206222,0.3421033598216517,0.0,0.0,0.0,0.7979133049728621,0.16276690962208412,0.7453416149068323,0.2631578947368421,0.3889789303079417,0.7545152621437988,0.5617213720884683
